x,y,J,J_lower,P_H,P_N,P_A,P_loc,E_radius_loss,safe_margin,angle_calls
655,5,380349.267800965,380349.267800965,0.00284221140593954,0,0.99715799634731,0.0119028621628069,319.557984227777,349.979330930895,2574
655,10,366875.907104702,366875.907104702,0.00193244340738839,0,0.998067375131175,0.00234376660987254,311.817043516016,349.920971852368,2538
655,15,283465.00588507,283465.00588507,0.000250339285816848,0,0.999752900834548,0.000250339285816848,267.767557919092,349.824165738459,1530
655,20,218357.024029295,218357.024029295,0,0,0.999994000145265,0,229.746054095658,349.688929758986,1062
655,25,175953.428412229,175953.428412229,0,0,1.00000606399584,0,202.571801243245,349.515287882694,882
655,30,145638.642427248,145638.642427248,0,0,0.999999529622768,0,181.641558519642,349.303270856033,846
655,40,105121.591974719,105121.591974719,0,0,1.00000178847745,0,150.989737119005,348.764268057026,702
655,50,79572.840204333,79572.840204333,0,0,1.00000086062887,0,129.388735236551,348.072301708277,666
680,0,359749.474281051,359749.474281051,0.00284221140474626,0,0.997160518849972,0.014518300901147,310.911915173824,324.999232835298,2790
680,2,359266.257927482,359266.257927482,0.00284221140494188,0,0.997160265672514,0.0141462320995533,310.639869773928,324.996011329514,3006
680,5,356593.854859855,356593.854859855,0.00284221140597486,0,0.99716135881107,0.0119985246175385,309.12921599489,324.980068225198,2646
680,10,344494.471601149,344494.471601149,0.00208142175375107,0,0.997912768676291,0.00266493723201195,302.118651814463,324.923870283077,2682
680,15,269554.555792873,269554.555792873,0.000367480089537258,0,0.99962524603322,0.000367480089537258,261.655900775625,324.830648256378,1638
680,20,204965.567331585,204965.567331585,0,0,1.00000148955482,0,223.043883777242,324.700417478121,1062
680,25,163858.341209499,163858.341209499,0,0,0.999995146278614,0,195.847790198134,324.533199354294,1026
680,30,134870.383390959,134870.383390959,0,0,1.00000387180776,0,175.096711112508,324.329021346286,810
680,40,96595.3475707925,96595.3475707925,0,0,0.999998662230306,0,144.962280882602,323.809925660313,810
680,50,72748.0305389191,72748.0305389191,0,0,0.999999420674437,0,123.911905094234,323.143470241917,702
705,0,338641.636673188,338641.636673188,0.00284221140486167,0,0.99715613281385,0.0147806571919847,301.272482714577,299.999233036743,2934
705,2,338198.071915464,338198.071915464,0.00284221140504518,0,0.997155995875693,0.0143791050940014,301.021142755923,299.996126584091,2826
705,5,335748.333798415,335748.333798415,0.00284221140600511,0,0.997154668821313,0.0120295992286055,299.627911793672,299.980752857845,2718
705,10,324791.33265423,324791.33265423,0.00222483269545374,0,0.997777977270715,0.00298765719860292,293.251746558955,299.926561716707,2502
705,15,257829.359689752,257829.359689752,0.000495739516466086,0,0.999498309997768,0.000495739516466086,256.478420082866,299.836667905186,1530
705,20,193139.487742757,193139.487742757,0,0,1.0000044621138,0,217.08621919903,299.711085172388,1062
705,25,153028.334468075,153028.334468075,0,0,0.999999310145984,0,189.779926529982,299.549832714163,990
705,30,125159.647390172,125159.647390172,0,0,0.999996582507989,0,169.137260971885,299.35293515845,810
705,40,88875.9561524388,88875.9561524388,0,0,1.000000005244,0,139.442109535566,298.852330309996,810
705,50,66566.8351244443,66566.8351244443,0,0,1.00000034478233,0,118.885907935435,298.209575476862,774
730,0,320560.886884146,320560.886884146,0.00284221140496588,0,0.997155023510598,0.0150053053836077,292.633149359126,274.999233224296,3078
730,2,320150.566001138,320150.566001138,0.00284221140513851,0,0.997155449674491,0.0145707871837761,292.400552315933,274.996233890135,2790
